tcnr,cvr_rmse_mean,cvr_rmse_std,cvr_mae_mean,cvr_mae_std,cvr_bias_mean,cvr_bias_std,cvr_pcc_mean,cvr_pcc_std,delay_rmse_mean,delay_rmse_std,delay_mae_mean,delay_mae_std,delay_bias_mean,delay_bias_std,delay_pcc_mean,delay_pcc_std
0.5,0.31072962083050243,0.018059556974411747,0.22868458629051056,0.017855041460793104,0.04096535911256007,0.0352425448010525,0.7708935232909102,0.047956459333674484,2.6652121473335133,0.01838328314547897,2.063757016879679,0.04501000088794896,0.12393356585324823,0.31152994041626647,0.3751809706169165,0.1013461276841989
1.0,0.15588808262500714,0.006803269477448851,0.1146653012453673,0.00800973430214984,0.012550952031498986,0.017193599921892132,0.9235781206358377,0.011442087649200563,1.8241487676426795,0.17883293728135843,1.3118616235097849,0.106105068974725,0.023933565853248226,0.15160272168839367,0.6727083562104679,0.09159943100825862
2.0,0.07808821760156968,0.003840718041068943,0.05697835059650908,0.004231920434005282,0.002688460813521361,0.008882717562791527,0.9792118463098314,0.0024047505820936716,0.8427175786611881,0.12203479850084001,0.633675225514261,0.08355367501129624,0.01837801029769267,0.09421879788839611,0.9258729523387214,0.022287911726475672
5.0,0.03164827670916103,0.0016390093982157961,0.023085772386222184,0.0015786307203939913,0.0002478227254150626,0.003546012418875092,0.9965046042298208,0.0003306951470193718,0.38639316696198667,0.03380760434046157,0.32232156889200697,0.03810264603760705,-0.007722287644020248,0.02250668805568726,0.9843197489668292,0.0019996608126610672
